1	4
1	63
1	141
1	259
1	334
1	337
1	698
2	77
2	227
2	429
2	484
2	596
2	629
2	662
2	761
2	847
3	59
3	197
3	219
3	311
3	366
3	428
3	457
4	1
4	46
4	63
4	73
4	135
4	141
4	172
4	174
4	208
4	241
4	259
4	283
4	334
4	337
4	392
4	472
4	479
4	548
4	607
4	691
4	730
4	752
4	869
4	887
4	917
4	957
4	986
5	13
5	111
5	184
5	285
5	474
5	602
5	625
6	29
6	30
6	40
6	55
6	64
6	75
6	77
6	210
6	289
6	444
6	447
6	597
6	629
6	662
6	665
6	753
6	798
6	846
6	847
6	862
6	889
6	960
6	964
6	982
6	998
7	153
7	224
7	362
7	461
7	493
7	613
7	630
7	797
7	824
8	337
8	341
8	367
8	477
8	506
8	583
8	807
8	812
8	826
8	867
9	34
9	72
9	156
9	338
9	453
9	574
9	625
9	723
9	763
9	908
10	59
10	79
10	266
10	271
10	719
10	807
10	820
10	967
11	40
11	64
11	77
11	210
11	227
11	259
11	287
11	444
11	596
11	623
11	629
11	648
11	656
11	660
11	761
11	838
11	847
11	922
11	929
12	279
12	364
12	420
12	504
12	563
12	711
12	750
13	5
13	179
13	285
13	292
13	298
13	636
13	665
13	804
13	833
14	111
14	114
14	285
14	292
14	361
14	424
14	474
14	665
15	18
15	74
15	86
15	99
15	103
15	106
15	283
15	308
15	333
15	408
15	491
15	516
15	748
15	767
15	784
15	933
15	944
15	978
16	60
16	156
16	209
16	221
16	341
16	346
16	483
16	489
16	625
16	698
16	968
17	31
17	64
17	93
17	110
17	125
17	171
17	216
17	275
17	325
17	348
17	379
17	405
17	457
17	460
17	509
17	512
17	525
17	552
17	605
17	610
17	621
17	916
18	15
18	30
18	40
18	55
18	64
18	287
18	348
18	596
18	753
18	811
18	847
18	862
18	922
18	956
18	998
19	50
19	253
19	499
19	735
19	811
19	917
19	931
19	994
20	131
20	215
20	299
20	431
20	799
20	851
20	855
20	870
20	924
21	387
21	397
21	591
21	612
21	775
21	896
21	904
21	927
21	965
21	988
22	96
22	115
22	131
22	150
22	152
22	323
22	344
22	435
22	488
22	500
22	519
22	534
22	573
22	636
22	786
22	795
22	805
22	812
23	30
23	40
23	64
23	77
23	187
23	244
23	629
23	753
23	847
23	911
24	44
24	71
24	83
24	144
24	195
24	213
24	231
24	375
24	404
24	440
24	469
24	553
24	597
24	637
24	700
24	712
24	764
24	782
24	877
24	999
25	313
25	491
25	493
25	613
25	630
25	715
25	797
25	941
25	976
26	76
26	88
26	263
26	269
26	284
26	303
26	374
26	389
26	405
26	414
26	427
26	472
26	672
26	709
26	724
26	774
26	825
26	884
26	916
27	32
27	156
27	206
27	255
27	321
27	359
27	391
27	455
27	582
27	672
27	795
27	873
27	910
28	128
28	273
28	324
28	392
28	409
28	619
28	667
28	819
29	6
29	42
29	124
29	129
29	159
29	194
29	195
29	196
29	234
29	335
29	446
29	477
29	499
29	529
29	535
29	555
29	692
29	694
29	739
29	766
29	780
29	841
29	921
29	988
29	990
29	997
30	6
30	18
30	23
30	40
30	64
30	77
30	210
30	227
30	233
30	289
30	331
30	428
30	444
30	481
30	522
30	543
30	596
30	597
30	629
30	653
30	662
30	761
30	862
30	863
30	922
30	937
30	960
30	982
30	985
30	988
30	998
31	17
31	93
31	109
31	110
31	113
31	171
31	229
31	275
31	276
31	296
31	342
31	348
31	368
31	401
31	405
31	460
31	509
31	512
31	541
31	552
31	605
31	610
31	615
31	621
31	622
31	658
31	807
31	947
31	967
32	27
32	164
32	213
32	256
32	313
32	503
32	516
32	531
32	582
32	626
32	673
32	740
32	910
33	67
33	187
33	341
33	367
33	374
33	396
33	708
33	807
33	812
33	901
34	9
34	66
34	72
34	96
34	109
34	156
34	158
34	242
34	287
34	338
34	346
34	353
34	476
34	625
34	698
34	721
34	723
34	763
34	787
34	859
34	864
34	908
35	176
35	195
35	248
35	378
35	406
35	513
35	518
35	529
35	696
35	699
35	708
35	766
35	801
35	809
35	841
35	875
35	921
35	970
35	988
35	997
36	69
36	107
36	116
36	142
36	157
36	491
36	606
36	759
36	919
37	100
37	176
37	649
37	654
37	815
37	888
37	965
38	61
38	87
38	192
38	233
38	280
38	296
38	365
38	422
38	512
38	522
38	538
38	560
38	571
38	689
38	693
38	793
38	831
38	872
38	936
39	305
39	350
39	474
39	683
39	685
39	732
39	824
39	959
40	6
40	11
40	18
40	23
40	30
40	55
40	64
40	66
40	74
40	77
40	184
40	186
40	210
40	227
40	233
40	281
40	287
40	289
40	292
40	350
40	368
40	403
40	459
40	481
40	491
40	496
40	522
40	524
40	543
40	596
40	597
40	629
40	659
40	662
40	668
40	710
40	753
40	761
40	798
40	846
40	847
40	862
40	911
40	922
40	929
40	956
40	960
40	982
40	985
40	995
41	134
41	186
41	245
41	316
41	331
41	383
41	421
41	508
41	549
41	661
41	802
42	29
42	297
42	529
42	765
